EmployeeId,MonthlyIncome,DailyRate,Department,EnvironmentSatisfaction,JobSatisfaction,StockOptionLevel,WorkLifeBalance,NumCompaniesWorked,YearsInCurrentRole,PercentSalaryHike,YearsWithCurrManager,Attrition
421,2326,889,Research & Development,2,4,3,2,1,2,12,2,0.0
422,2132,138,Research & Development,1,3,0,3,4,2,11,1,1.0
423,10333,1001,Research & Development,3,2,1,3,8,11,12,10,0.0
424,19045,452,Research & Development,4,1,0,3,0,10,14,13,0.0
425,4680,1225,Research & Development,4,4,0,3,3,0,17,0,0.0
426,4717,619,Sales,2,3,0,3,9,9,11,9,0.0
427,10673,638,Research & Development,3,1,1,2,2,9,13,5,0.0
428,2974,1082,Research & Development,4,3,1,3,9,3,17,2,0.0
429,2835,922,Research & Development,1,4,1,3,5,0,22,0,0.0
430,3162,1269,Research & Development,1,4,0,2,0,2,17,4,0.0
431,19237,1464,Research & Development,2,3,1,2,2,1,11,7,0.0
432,2332,1184,Research & Development,3,2,0,3,6,0,20,2,0.0
433,4381,121,Research & Development,3,1,0,3,1,5,11,3,0.0
434,3578,652,Research & Development,3,1,0,3,0,7,12,7,0.0
435,5376,1141,Sales,3,1,2,3,2,3,19,3,0.0
436,2367,1108,Research & Development,3,1,1,2,8,2,12,6,0.0
437,5689,1199,Research & Development,3,3,2,4,1,2,14,2,0.0
438,2684,1391,Research & Development,3,3,1,2,0,1,17,2,0.0
439,3629,1462,Research & Development,1,3,0,3,4,2,18,2,0.0
440,7632,1276,Research & Development,4,3,0,3,4,7,12,0,0.0
441,2176,128,Research & Development,4,1,0,3,4,2,13,4,0.0
442,5980,240,Research & Development,1,1,0,3,6,7,12,12,0.0
443,17068,117,Research & Development,3,1,0,3,1,9,14,10,0.0
444,2781,117,Research & Development,1,4,1,3,0,10,13,10,0.0
445,6029,511,Sales,4,4,0,3,5,2,12,2,0.0
446,5171,326,Sales,3,4,0,3,5,1,17,5,0.0
447,6201,928,Sales,2,4,1,2,1,14,14,11,0.0
448,12185,663,Research & Development,2,4,3,3,1,8,14,7,0.0
449,8161,1079,Sales,1,3,3,3,2,0,13,0,0.0
450,3310,1117,Research & Development,4,4,0,3,1,3,21,2,0.0
451,19502,1245,Research & Development,4,3,1,3,1,9,17,9,0.0
452,3622,254,Research & Development,2,4,1,3,1,5,13,3,0.0
453,4374,894,Research & Development,4,3,0,3,0,2,15,2,0.0
454,7005,1395,Research & Development,2,4,0,3,3,3,15,2,0.0
455,2655,708,Sales,4,3,2,3,2,7,11,7,0.0
456,9582,1204,Sales,4,1,0,3,0,7,22,7,1.0
457,8726,994,Sales,4,3,0,3,1,8,15,7,0.0
458,10999,1355,Research & Development,3,3,0,3,7,11,14,8,0.0
459,2238,933,Research & Development,3,1,1,3,2,0,21,4,0.0
460,3692,469,Research & Development,3,2,0,2,1,10,12,7,0.0
461,4876,1151,Research & Development,4,4,1,1,9,2,14,2,0.0
462,2587,464,Research & Development,4,1,1,2,4,2,16,2,0.0
463,4424,746,Research & Development,3,4,0,3,1,7,23,8,0.0
464,1009,1362,Research & Development,4,3,0,3,1,0,11,1,1.0
465,4213,370,Research & Development,4,1,0,1,1,3,15,8,0.0
466,3388,318,Research & Development,4,3,1,2,0,0,17,0,1.0
467,6516,369,Research & Development,2,1,1,3,2,0,16,0,0.0
468,8789,944,Sales,3,3,0,4,1,7,14,8,0.0
469,4377,1206,Research & Development,4,3,2,3,1,2,15,2,0.0
470,1223,373,Research & Development,4,3,1,3,1,0,22,1,0.0
471,5661,1476,Research & Development,2,1,0,3,0,3,19,7,0.0
472,5405,1179,Sales,1,1,0,3,8,2,14,2,0.0
473,5067,1379,Research & Development,3,3,0,4,1,10,19,7,0.0
474,19141,427,Human Resources,2,4,3,2,3,6,15,6,0.0
475,3597,477,Research & Development,4,2,0,3,8,3,22,2,0.0
476,2532,1086,Research & Development,1,4,3,3,6,3,14,3,0.0
477,10048,504,Research & Development,1,3,2,3,6,0,11,0,1.0
478,10306,737,Sales,4,1,0,3,9,12,17,0,0.0
479,3785,468,Research & Development,4,1,0,1,1,4,14,4,0.0
480,6385,135,Research & Development,3,2,2,3,3,7,14,7,0.0
481,5126,852,Research & Development,4,4,2,2,1,8,12,0,0.0
482,5538,1128,Research & Development,2,1,2,2,5,0,18,0,0.0
483,9715,441,Research & Development,3,1,1,3,3,7,13,7,0.0
484,6272,703,Sales,1,2,2,4,1,3,20,4,0.0
485,2119,318,Research & Development,2,1,0,2,1,7,11,7,1.0
486,4031,688,Research & Development,1,1,1,3,5,2,13,2,1.0
487,3306,1495,Research & Development,4,3,1,2,7,0,19,0,0.0
488,3034,1107,Research & Development,4,1,1,2,1,7,12,17,0.0
489,2342,1278,Human Resources,1,1,0,3,0,4,21,3,0.0
490,2107,906,Research & Development,1,1,1,1,6,0,17,0,1.0
491,9278,1174,Sales,1,2,0,3,3,4,16,1,0.0
492,13582,1333,Research & Development,4,1,1,3,1,12,13,11,0.0
493,13966,465,Research & Development,3,3,1,3,2,11,19,12,0.0
494,2619,362,Research & Development,3,1,0,2,3,0,17,0,0.0
495,16307,1318,Sales,1,3,1,2,2,6,14,17,0.0
496,5974,1319,Research & Development,3,1,2,3,4,7,13,7,0.0
497,2926,871,Research & Development,4,4,0,3,1,0,18,0,1.0
498,2270,974,Research & Development,4,4,2,3,3,3,14,2,0.0
499,2210,984,Research & Development,4,2,1,1,1,0,13,0,1.0
500,5577,956,Research & Development,4,1,2,3,3,9,12,9,0.0
501,10965,1261,Research & Development,2,3,0,3,8,2,24,0,0.0
502,3989,1320,Research & Development,4,3,0,3,1,4,11,2,0.0
503,4001,1375,Sales,4,3,1,3,1,14,14,7,0.0
504,1563,1423,Research & Development,1,3,1,1,1,0,14,0,0.0
505,1675,528,Sales,4,3,0,2,1,0,19,0,1.0
506,19328,734,Research & Development,3,4,1,3,7,1,17,2,0.0
507,4011,673,Research & Development,1,3,1,2,0,2,18,3,0.0
508,2773,604,Research & Development,1,3,0,3,0,2,20,2,0.0
509,3539,244,Human Resources,2,4,0,3,0,7,13,8,0.0
510,18430,570,Research & Development,2,4,1,2,1,7,13,9,0.0
511,2909,1392,Research & Development,4,3,0,3,1,7,11,0,0.0
512,5993,1115,Research & Development,1,3,1,4,1,5,18,7,0.0
513,19197,1218,Research & Development,2,3,1,3,1,8,14,6,0.0
514,4639,607,Sales,1,1,1,2,2,7,16,13,0.0
515,10496,1046,Research & Development,4,4,0,3,6,3,15,3,0.0
516,11691,213,Research & Development,3,3,0,4,0,9,11,7,0.0
517,5679,1001,Research & Development,4,3,1,3,3,7,13,7,0.0
518,4084,561,Research & Development,4,3,0,1,1,2,12,7,0.0
519,5775,1275,Research & Development,4,4,2,3,1,8,13,9,0.0
520,4581,880,Sales,4,4,0,4,3,9,24,7,0.0
521,3407,1218,Sales,3,1,0,3,7,3,23,3,1.0
522,10169,607,Research & Development,3,4,1,3,0,7,16,9,0.0
523,4440,157,Research & Development,3,1,0,3,6,2,19,4,0.0
524,2018,676,Research & Development,4,1,0,1,3,4,14,0,0.0
525,4227,1055,Research & Development,1,4,1,3,0,2,18,2,0.0
526,17665,469,Research & Development,4,1,1,3,0,6,17,7,0.0
527,4834,660,Research & Development,1,3,1,2,7,0,14,0,1.0
528,6623,1329,Research & Development,3,4,2,3,1,0,11,0,0.0
529,9434,482,Research & Development,3,3,1,3,1,7,15,8,0.0
530,1393,1259,Research & Development,4,2,0,3,1,0,12,0,0.0
531,19436,1416,Research & Development,1,3,1,3,0,7,19,9,0.0
532,19246,286,Research & Development,4,2,0,3,7,15,12,8,1.0
533,2468,594,Research & Development,3,2,1,2,4,1,14,5,0.0
534,19626,1308,Research & Development,3,3,0,4,1,7,14,9,0.0
535,7756,397,Research & Development,4,3,1,4,3,4,19,2,0.0
536,9419,1339,Sales,2,4,1,3,2,9,12,4,0.0
537,5324,118,Sales,1,1,0,3,5,2,15,2,1.0
538,5208,819,Research & Development,2,1,0,3,1,15,11,10,0.0
539,4345,979,Research & Development,3,3,1,3,0,4,12,4,0.0
540,4695,879,Research & Development,3,3,0,3,7,4,18,7,0.0
541,6735,964,Sales,1,2,0,3,6,0,15,0,0.0
542,2289,548,Research & Development,3,1,2,3,1,3,20,4,0.0
543,2670,1324,Research & Development,3,1,3,2,4,0,20,0,0.0
544,4284,1475,Research & Development,1,1,0,3,3,3,20,3,1.0
545,6388,516,Research & Development,4,3,0,3,2,0,17,0,0.0
546,4724,736,Sales,3,1,1,3,1,3,11,4,0.0
547,7094,325,Research & Development,4,3,0,3,3,7,12,7,0.0
548,10854,410,Sales,4,1,1,3,4,2,13,0,0.0
549,2028,103,Research & Development,3,3,0,3,5,2,14,3,1.0
550,3102,575,Research & Development,3,1,0,3,0,4,22,4,1.0
551,6932,1188,Sales,4,3,1,2,1,8,13,0,0.0
552,10932,1094,Sales,3,1,1,3,3,0,15,1,0.0
553,2811,1134,Research & Development,3,2,1,3,9,2,14,2,0.0
554,18172,1115,Research & Development,1,2,0,2,3,3,19,7,0.0
555,5470,977,Research & Development,4,2,2,2,0,5,13,6,0.0
556,13610,1277,Research & Development,2,3,0,4,7,6,12,7,1.0
557,10527,1034,Research & Development,1,3,0,2,5,2,11,2,0.0
558,2313,1017,Research & Development,1,2,0,3,4,2,20,2,1.0
559,13664,397,Research & Development,1,3,0,4,4,2,13,2,0.0
560,2073,977,Research & Development,4,3,1,3,2,2,16,2,0.0
561,4306,775,Sales,1,3,2,3,5,0,12,0,0.0
562,3977,977,Research & Development,4,3,1,2,6,2,19,2,0.0
563,19517,854,Sales,4,4,1,2,3,0,11,6,0.0
564,9924,1245,Sales,3,2,1,3,0,8,11,7,0.0
565,10008,601,Research & Development,3,1,0,2,7,9,14,9,1.0
566,2218,329,Research & Development,4,1,1,3,1,2,12,2,0.0
567,2007,921,Research & Development,1,3,2,3,1,3,13,3,0.0
568,2285,464,Research & Development,3,4,0,3,9,0,23,0,1.0
569,2339,310,Research & Development,4,3,1,1,8,9,11,8,0.0
570,4373,430,Sales,4,1,2,3,0,3,14,3,0.0
571,8926,261,Research & Development,4,2,1,4,4,7,22,7,0.0
572,11904,1089,Sales,2,4,1,1,3,4,14,4,0.0
573,13496,1385,Research & Development,3,4,0,3,0,7,14,10,0.0
574,3812,574,Research & Development,4,4,0,4,1,8,13,10,0.0
575,10422,801,Sales,3,4,2,3,1,10,19,7,0.0
576,10552,1272,Research & Development,3,2,1,3,2,0,13,4,0.0
577,2713,440,Research & Development,3,4,1,1,1,2,11,2,0.0
578,6578,852,Sales,3,3,1,3,1,3,18,4,0.0
579,5772,1211,Sales,1,4,0,3,4,6,21,8,0.0
580,2302,1060,Sales,4,2,0,4,1,2,11,2,1.0
581,1261,202,Research & Development,1,2,0,4,1,0,12,0,1.0
582,2323,1256,Research & Development,3,4,2,3,1,2,24,2,0.0
583,2935,1123,Research & Development,4,4,2,2,1,0,13,0,0.0
584,3419,852,Research & Development,2,1,1,4,9,1,14,0,0.0
585,2455,185,Research & Development,3,4,0,3,0,7,19,7,0.0
586,2022,130,Research & Development,4,2,1,2,1,2,19,8,1.0
587,10266,1499,Sales,3,1,0,4,4,13,19,11,0.0
588,4538,131,Sales,3,1,0,3,0,2,12,2,0.0
589,2404,1122,Research & Development,4,1,0,1,7,2,21,2,1.0
590,8740,770,Sales,3,3,2,3,0,7,14,7,0.0
591,3067,1154,Sales,1,3,1,3,0,2,19,2,0.0
592,7510,574,Research & Development,1,3,1,3,1,9,17,9,0.0
593,3408,587,Research & Development,1,4,3,3,7,3,13,3,1.0
594,4487,891,Sales,2,4,0,3,1,4,11,3,0.0
595,6651,1495,Research & Development,1,3,1,2,2,2,14,2,0.0
596,2008,1313,Research & Development,2,3,3,2,1,1,12,0,0.0
597,2177,788,Human Resources,2,2,0,3,1,3,16,4,0.0
598,14336,982,Research & Development,1,2,1,3,1,10,11,9,0.0
599,17007,829,Research & Development,2,1,2,2,7,8,14,9,0.0
600,6142,670,Research & Development,1,3,0,3,3,2,16,4,0.0
601,2220,1333,Sales,3,3,1,3,1,1,19,0,0.0
602,3505,310,Research & Development,1,3,0,3,1,2,18,2,0.0
603,2782,571,Research & Development,4,1,2,2,0,3,13,3,0.0
604,2572,384,Sales,1,4,1,2,1,2,16,2,0.0
605,10325,530,Sales,3,4,1,3,1,7,11,7,1.0
606,2904,1309,Research & Development,3,4,2,2,1,2,12,2,0.0
607,6180,883,Sales,3,4,0,2,1,5,23,4,0.0
608,19833,611,Sales,2,2,0,2,1,8,14,8,0.0
609,2089,1344,Research & Development,4,4,3,4,4,4,14,2,0.0
610,2778,1085,Research & Development,2,4,1,2,4,7,13,0,1.0
611,4950,1356,Sales,3,4,0,3,0,3,14,1,0.0
612,2972,479,Research & Development,1,4,0,1,1,0,13,0,0.0
613,16555,1490,Research & Development,4,4,0,1,2,2,13,4,0.0
614,9699,541,Sales,1,4,1,3,4,9,11,12,0.0
615,5906,556,Research & Development,2,4,2,2,0,8,13,8,0.0
616,2561,289,Research & Development,3,1,0,2,7,0,11,0,0.0
617,5472,1066,Research & Development,4,4,0,3,1,7,12,3,0.0
618,2942,1240,Research & Development,1,3,1,3,2,4,19,3,0.0
619,3815,878,Research & Development,4,3,1,4,1,3,17,0,0.0
620,2899,395,Sales,2,2,1,3,0,2,19,2,0.0
621,3210,1403,Research & Development,4,4,1,3,0,13,11,11,0.0
622,4108,116,Research & Development,1,4,0,3,7,7,13,7,0.0
623,3955,192,Research & Development,1,1,2,3,1,3,16,3,0.0
624,2438,343,Research & Development,1,3,0,2,4,2,13,2,0.0
625,2647,571,Research & Development,4,4,0,4,1,2,13,4,0.0
626,7336,408,Sales,4,1,1,1,1,8,13,10,1.0
627,3058,1157,Research & Development,3,2,1,2,0,2,16,1,0.0
628,1359,667,Sales,2,3,0,3,1,0,12,0,1.0
629,6804,775,Sales,4,4,1,3,3,2,18,2,0.0
630,5154,589,Sales,3,3,2,4,4,7,22,7,0.0
631,7587,1434,Sales,1,1,0,3,1,7,15,9,0.0
632,2387,329,Research & Development,2,2,1,3,3,2,22,3,0.0
633,2523,594,Research & Development,3,4,1,3,0,1,14,1,0.0
634,4420,1384,Research & Development,1,4,1,3,1,7,22,7,0.0
635,7143,1232,Research & Development,3,4,0,2,1,9,14,10,0.0
636,2706,280,Human Resources,3,4,1,3,1,2,15,2,0.0
637,8446,1030,Sales,2,2,0,2,9,7,19,7,1.0
638,2070,1158,Research & Development,4,4,1,2,1,2,23,4,0.0
639,2996,1439,Research & Development,3,3,0,3,7,4,15,3,0.0
640,6815,884,Sales,2,3,0,3,6,0,13,0,0.0
641,1555,240,Human Resources,4,3,1,3,1,0,11,0,0.0
642,2782,642,Research & Development,4,4,1,3,3,3,22,0,0.0
643,2660,1490,Research & Development,4,3,1,3,7,2,11,2,0.0
644,2571,884,Research & Development,3,4,1,3,4,2,17,3,0.0
645,4272,188,Research & Development,2,4,0,3,4,0,19,0,0.0
646,2290,111,Research & Development,4,3,0,3,2,0,13,0,0.0
647,1052,1144,Sales,4,2,0,3,1,0,22,0,0.0
648,3838,1099,Research & Development,1,2,0,3,8,4,11,2,0.0
649,6833,1332,Research & Development,3,1,0,2,1,5,12,1,0.0
650,4723,1370,Research & Development,2,1,0,3,1,9,18,5,0.0
651,1102,303,Research & Development,2,4,0,2,1,0,22,0,1.0
652,2090,1373,Research & Development,4,3,0,3,6,0,15,0,1.0
653,2274,252,Research & Development,2,3,0,3,1,0,14,0,0.0
654,2380,804,Research & Development,1,4,0,3,4,0,18,0,0.0
655,7484,1456,Research & Development,1,1,0,2,3,12,20,8,0.0
656,2372,603,Research & Development,2,2,0,3,6,0,16,0,0.0
657,5010,1093,Sales,2,3,0,3,1,8,16,7,0.0
658,4668,689,Sales,4,4,3,4,0,7,17,7,0.0
659,2956,827,Research & Development,4,1,0,3,1,0,13,0,0.0
660,2074,104,Research & Development,1,1,1,3,1,0,12,0,0.0
661,8380,536,Sales,4,3,2,3,0,8,14,8,0.0
662,4163,955,Sales,4,4,0,3,1,0,17,7,0.0
663,3477,741,Research & Development,2,3,1,4,1,2,14,3,0.0
664,2600,1097,Research & Development,4,1,0,3,1,0,15,0,1.0
665,2546,408,Research & Development,3,2,0,4,5,2,16,1,1.0
666,4968,1182,Sales,4,4,1,3,1,2,11,2,0.0
667,2201,1283,Research & Development,4,4,0,3,9,2,16,2,0.0
668,4577,693,Sales,1,3,0,3,9,2,14,0,1.0
669,3931,1401,Sales,3,2,1,3,2,3,11,2,0.0
670,6674,1476,Research & Development,3,4,3,3,0,8,11,5,0.0
671,2580,591,Research & Development,4,4,0,2,2,2,13,2,0.0
672,11996,1315,Research & Development,2,2,1,2,7,7,18,2,0.0
673,5121,167,Research & Development,2,1,1,3,3,0,14,0,0.0
674,8847,913,Research & Development,2,2,1,3,2,2,11,2,0.0
675,19999,699,Research & Development,3,3,1,3,0,18,14,9,0.0
676,4440,1321,Sales,4,2,2,3,0,13,15,8,0.0
677,4425,138,Research & Development,2,2,0,3,5,2,11,2,0.0
678,6465,1459,Research & Development,4,4,0,4,2,2,13,3,0.0
679,16606,228,Sales,3,2,1,4,8,12,12,1,0.0
680,4171,617,Research & Development,2,3,1,4,0,2,19,2,1.0
681,2342,804,Research & Development,4,4,0,2,0,2,20,3,0.0
682,8224,603,Sales,1,1,0,3,0,2,17,3,1.0
683,18200,1246,Human Resources,1,2,1,3,1,5,11,7,0.0
684,17856,1421,Research & Development,4,1,1,3,2,2,22,2,0.0
685,6755,593,Research & Development,4,3,0,3,2,2,11,2,0.0
686,13744,161,Research & Development,3,4,1,3,1,11,25,8,0.0
687,4614,662,Sales,4,3,1,2,0,2,18,2,1.0
688,13570,582,Research & Development,1,2,1,3,0,7,23,10,0.0
689,11916,634,Research & Development,2,1,2,3,1,1,23,8,0.0
690,9525,1278,Sales,3,4,2,2,1,3,14,3,0.0
691,5460,525,Sales,1,4,2,4,4,7,22,7,0.0
692,19068,771,Sales,1,3,0,4,1,7,18,12,0.0
693,8346,1003,Sales,1,3,1,3,1,2,19,2,0.0
694,6949,1069,Research & Development,2,4,0,3,0,0,14,4,0.0
695,19049,1313,Research & Development,2,4,1,2,0,7,14,10,0.0
696,6146,750,Sales,3,2,1,4,0,7,13,7,0.0
697,5429,285,Research & Development,2,3,2,3,4,7,13,7,0.0
698,1569,544,Sales,2,4,0,4,1,0,12,0,0.0
699,2075,432,Research & Development,4,4,2,3,3,2,23,3,0.0
700,19144,797,Research & Development,1,2,2,2,3,4,14,6,0.0
701,3180,410,Research & Development,4,2,3,3,0,2,13,2,0.0
702,18789,168,Sales,4,2,1,3,2,4,14,8,0.0
703,2451,217,Research & Development,2,1,1,2,1,3,15,1,0.0
704,7918,1413,Sales,2,4,1,3,1,10,14,1,0.0
705,2328,1136,Research & Development,4,2,1,2,1,2,16,2,0.0
706,4850,374,Sales,4,3,0,3,8,3,15,1,0.0
707,2187,309,Human Resources,3,2,0,3,4,0,14,2,0.0
708,17048,1402,Sales,3,1,0,3,8,15,23,9,0.0
709,2690,1349,Research & Development,3,4,1,2,1,0,18,1,0.0
710,7988,332,Human Resources,2,1,0,2,1,9,13,9,0.0
711,17567,563,Sales,4,1,0,1,1,0,15,12,0.0
712,2406,653,Research & Development,4,4,0,3,1,3,11,9,0.0
713,2451,465,Research & Development,1,3,1,3,4,8,12,8,0.0
714,2863,1337,Human Resources,1,2,0,3,1,0,12,0,0.0
715,3975,663,Research & Development,3,3,2,4,3,7,11,7,0.0
716,4285,674,Research & Development,1,4,0,3,1,8,17,7,0.0
717,5736,1251,Sales,1,3,1,3,6,2,19,2,0.0
718,9852,587,Sales,4,3,1,2,1,8,19,6,0.0
719,7083,971,Sales,4,3,0,3,1,9,14,6,0.0
720,9208,809,Sales,3,4,0,3,4,2,11,1,0.0
721,14026,770,Human Resources,3,2,1,3,1,9,11,10,0.0
722,8943,798,Research & Development,3,3,1,3,1,9,24,9,0.0
723,2348,194,Research & Development,2,2,1,1,8,9,18,15,0.0
724,4258,715,Research & Development,4,4,1,3,0,3,18,2,0.0
725,10312,147,Research & Development,4,4,1,2,1,10,12,6,1.0
726,2657,1005,Research & Development,4,1,0,3,5,2,11,4,1.0
727,8376,1089,Research & Development,2,2,0,3,4,0,18,2,0.0
728,6644,1210,Sales,1,2,2,3,2,0,19,0,0.0
729,10248,477,Research & Development,1,4,1,3,3,6,14,17,0.0
730,6499,1195,Research & Development,2,2,0,3,1,5,13,3,0.0
731,4599,790,Sales,1,2,0,4,0,9,23,10,0.0
732,5238,163,Research & Development,4,4,0,2,2,4,20,4,0.0
733,2657,408,Research & Development,3,2,0,3,0,2,16,2,0.0
734,2070,984,Research & Development,4,2,0,4,1,2,11,2,0.0
735,9738,1467,Sales,2,4,1,3,0,7,14,8,0.0
736,4898,685,Research & Development,1,3,2,3,0,2,12,2,0.0
737,5258,1144,Research & Development,3,3,0,4,2,0,14,0,0.0
738,3983,738,Research & Development,2,4,0,3,0,2,17,2,0.0
739,3161,920,Research & Development,4,3,1,1,3,0,22,0,1.0
740,5296,933,Sales,3,3,1,3,1,7,17,7,0.0
741,16756,444,Research & Development,3,1,0,4,7,7,15,2,0.0
742,12936,1093,Sales,3,3,0,1,7,5,11,10,0.0
743,1951,464,Research & Development,3,4,1,3,1,0,12,0,0.0
744,4787,1092,Research & Development,1,4,3,4,9,2,14,2,0.0
745,7553,337,Research & Development,3,4,0,3,0,7,12,7,1.0
746,9713,1480,Sales,3,4,3,3,2,3,13,0,0.0
747,6725,498,Research & Development,3,1,1,4,1,7,12,3,0.0
748,3140,1356,Sales,2,2,0,2,1,3,22,2,1.0
749,4382,890,Research & Development,3,3,0,2,6,2,17,1,1.0
750,4249,482,Research & Development,3,3,0,3,1,6,11,1,0.0
751,8853,995,Research & Development,1,4,1,4,1,4,19,3,0.0
752,2154,791,Research & Development,4,3,0,2,0,2,11,2,0.0
753,6434,1199,Research & Development,1,3,1,3,4,2,17,2,0.0
754,4434,933,Research & Development,2,2,1,2,1,8,13,8,0.0
755,4649,746,Sales,4,3,1,2,1,3,14,2,0.0
756,2875,583,Research & Development,3,4,0,2,1,5,20,2,0.0
757,7637,1435,Sales,1,1,0,2,7,16,11,9,0.0
758,2911,670,Research & Development,1,3,1,2,1,2,17,3,0.0
759,1514,1431,Research & Development,2,3,0,1,1,0,16,0,0.0
760,7969,319,Research & Development,4,3,0,3,2,4,14,4,0.0
761,5033,170,Research & Development,2,1,1,3,2,0,15,2,0.0
762,8823,330,Research & Development,3,3,1,2,0,9,18,9,0.0
763,2720,1427,Research & Development,2,4,0,3,0,3,13,2,0.0
764,12169,203,Research & Development,1,4,3,3,7,7,11,5,1.0
765,4930,146,Research & Development,1,4,0,4,0,4,14,4,0.0
766,8606,1029,Research & Development,4,2,0,1,1,8,19,3,0.0
767,2979,697,Research & Development,3,4,3,3,3,0,17,0,0.0
768,4448,750,Research & Development,2,1,1,3,2,4,12,7,0.0
769,5770,1329,Research & Development,4,4,2,3,1,7,19,9,0.0
770,6439,492,Sales,3,3,1,3,8,7,14,7,0.0
771,3072,1411,Research & Development,3,1,2,2,2,0,16,0,0.0
772,2013,311,Research & Development,1,2,0,3,2,3,11,3,0.0
773,18880,300,Research & Development,1,3,0,2,5,6,11,14,0.0
774,2340,471,Research & Development,3,4,0,1,1,0,18,0,1.0
775,4877,580,Research & Development,2,1,1,2,0,3,21,0,0.0
776,2515,1271,Research & Development,2,4,0,3,5,1,14,2,0.0
777,19189,314,Human Resources,4,3,1,3,1,7,12,10,0.0
778,5301,1358,Sales,4,3,2,2,8,1,15,2,0.0
779,3072,111,Research & Development,3,1,2,3,1,9,11,10,0.0
780,2121,419,Sales,4,2,0,4,1,0,13,0,1.0
781,4320,575,Research & Development,4,2,0,3,1,3,13,2,0.0
782,2318,618,Research & Development,2,3,0,3,1,1,19,0,0.0
783,10609,119,Sales,1,3,2,2,0,10,12,13,0.0
784,5079,1229,Sales,1,4,2,3,4,7,13,7,0.0
785,3702,1153,Research & Development,4,3,1,3,1,4,11,4,0.0
786,4200,1033,Research & Development,1,1,0,4,7,4,22,4,1.0
787,5902,1329,Sales,4,3,1,4,4,11,14,9,0.0
788,3348,1076,Research & Development,1,1,0,3,1,8,11,7,1.0
789,4810,1485,Research & Development,3,3,1,2,2,7,14,8,0.0
790,9071,1125,Sales,3,4,1,3,2,2,19,2,0.0
791,4721,263,Research & Development,4,1,0,3,2,13,13,17,0.0
792,2380,501,Sales,3,1,0,3,1,2,11,2,0.0
793,6389,141,Human Resources,3,2,1,1,9,3,15,6,0.0
794,5743,602,Human Resources,1,4,0,3,4,7,11,2,0.0
795,5304,1362,Sales,1,4,0,2,8,2,13,4,1.0
796,11994,419,Research & Development,1,2,0,3,0,6,11,11,0.0
797,13341,119,Sales,2,1,0,3,0,8,12,10,0.0
798,8268,144,Sales,4,2,2,3,1,7,14,7,0.0
799,3564,290,Research & Development,2,1,1,2,1,7,12,7,0.0
800,2269,1229,Research & Development,4,4,0,3,1,0,19,1,0.0
801,9396,644,Research & Development,4,1,1,3,7,2,16,3,0.0
802,6397,719,Sales,2,3,0,3,4,4,12,3,1.0
803,3761,1012,Research & Development,2,4,1,2,9,4,12,3,0.0
804,2514,1107,Research & Development,3,4,1,3,4,5,22,7,0.0
805,3221,1207,Research & Development,4,3,3,3,1,8,11,8,0.0
806,5714,1400,Sales,2,3,0,2,1,5,20,3,0.0
807,6179,330,Research & Development,4,3,2,2,1,2,15,7,1.0
808,4240,277,Research & Development,1,3,0,3,2,2,13,2,0.0
809,5332,715,Sales,4,1,0,3,7,2,13,3,0.0
810,15379,809,Research & Development,3,3,0,3,4,7,14,0,0.0
811,4522,1473,Research & Development,3,3,0,3,4,2,14,2,0.0
812,5337,258,Sales,4,4,0,3,1,7,12,7,0.0
813,5220,696,Sales,2,4,1,3,0,7,18,9,0.0
814,2950,258,Research & Development,3,1,0,1,9,4,13,4,0.0
815,2889,1280,Research & Development,4,4,2,3,1,2,11,1,0.0
816,18947,705,Sales,2,1,0,2,3,2,12,1,0.0
817,2033,830,Sales,4,2,1,3,1,0,13,0,0.0
818,3760,1010,Research & Development,1,4,3,3,1,2,15,2,0.0
819,9355,143,Sales,1,2,0,3,1,7,18,7,1.0
820,2654,192,Research & Development,1,4,2,2,3,2,21,2,0.0
821,4779,855,Sales,4,1,2,3,7,2,14,2,0.0
822,4539,1146,Sales,2,3,1,2,1,7,12,1,0.0
823,3600,147,Human Resources,2,3,1,3,1,4,13,4,0.0
824,3673,748,Research & Development,1,4,0,3,1,9,13,8,0.0
825,10231,531,Sales,4,4,0,4,3,7,14,17,0.0
826,12742,466,Research & Development,4,4,1,3,1,6,16,8,0.0
827,2232,1431,Research & Development,3,3,3,3,7,2,14,2,0.0
828,10377,1212,Sales,3,4,1,2,4,2,11,12,0.0
829,7945,448,Research & Development,3,4,0,2,6,2,15,3,0.0
830,2373,1449,Research & Development,1,2,1,3,2,2,13,2,1.0
831,10435,884,Research & Development,1,3,2,3,1,15,13,12,0.0
832,4936,1178,Sales,3,4,1,2,4,7,11,7,0.0
833,7441,538,Research & Development,1,2,3,3,1,8,12,7,0.0
834,6377,1202,Research & Development,2,3,3,3,5,11,20,8,0.0
835,6209,604,Sales,3,4,2,4,1,7,15,8,0.0
836,2377,995,Research & Development,3,3,1,3,5,2,18,2,0.0
837,9637,1125,Sales,1,1,2,3,2,2,14,2,0.0
838,15787,1216,Research & Development,1,3,0,3,2,2,14,2,0.0
839,18041,1398,Sales,3,3,0,3,0,15,14,12,0.0
840,5210,1249,Research & Development,1,1,1,3,1,9,18,11,0.0
841,19513,1315,Research & Development,4,4,1,4,4,2,12,1,0.0
842,16880,1322,Research & Development,4,1,0,3,4,2,11,2,0.0
843,3633,248,Research & Development,4,1,1,3,1,8,15,8,0.0
